filename,Country,State/Province,County,Location,Scientific name,Scientific author,Habitat and description,Collected by,Collector Number,Collection date,collection
000008383.large.png,United States,FL,Santa Rosa,"Cattail marshed, delta of the Yellow River.",Cacalia lanceolata,Nutt.,Frequent in cattail marshed.,R. K. Godfrey and Richard D. Houk,62547,10/7/1962,Herbarium
000008384.large.png,United States,FL,Flagler,"Slash pine flatwoods, 0.3 mile South of Bunnell city limit on Fla. route 16.",Cacalia,unknown,Slash pine flatwoods.,R. K. Godfrey,70984,10/8/1971,Herbarium
000008385.large.png,United States,FL,Levy,"Swale bordering cypress depression, vicinity of Janney.",Cacalia lanceolata,Nutt.,Swale bordering cypress depression.,"R. K. Godfrey, A. F. Clewell, and Robt. Blaisdell",64791,10/30/1964,Herbarium
000008386.large.png,United States,FL,Calhoun,"Bordering branch bay, Cypress Park, Dead Lakes.",Cacalia lanceolata,Nutt.,"Open bog, bordering branch bay.",R. K. Godfrey,64608,9/6/1964,Herbarium
000008387.large.png,United States,FL,Charlotte,"Low roadside, along U.S. #41, about 4 miles north of Port Charlotte.",Cacalia lanceolata,Nutt.,Low roadside.,Norlan C. Henderson,63-1583,8/14/1963,Herbarium
000008388.large.png,unknown,FL,Bay,"Branch bay, 4 miles North of West Bay.",Arnoglossum ovatum var. lanceolatum,(Nutt.) Pippen comb. nov. ined.,Branch bay.,R. K. Godfrey,57617,9/3/1958,Herbarium
000008389.large.png,United States,FL,Hillsborough,"Plant City, 10 miles North of on route 39.",Arnoglossum ovatum var. lanceolatum,(Nutt.) Pippen comb. nov. ined.,Low pineland.,F. H. Sargent,7145,5/25/1955,Herbarium
000008390.large.png,United States,FL,Wakulla,"Border of wet hammock in pine flatwoods, St. Marks Wildlife Refuge.",Arnoglossum ovatum var. lanceolatum,(Nutt.) Pippen comb. nov. ined.,Border of wet hammock in pine flatwoods. (Sheet 2),R. K. Godfrey,56123,10/5/1957,Herbarium
000008391.large.png,United States,FL,Palm Beach,Corbitt Wildlife Mgmt area NW of Loxahatchee.,Arnoglossum ovatum var. lanceolatum,(Nutt.) Pippen comb. nov. ined.,Occasional on moist to wet sandy peat of slash pine flatwoods.,R. Kral,5664,9/3/1957,Herbarium
000008392.large.png,United States,FL,Liberty,15 miles North of Sumatra.,Cacalia lanceolata var. elliottii,(Harper) Kral and Godfrey,Tall plants on mucky peaty margin of cypress dome.,R. Kral,15715,8/21/1962,Herbarium
000008393.large.png,United States,FL,Gulf,"Branch Bay, 4 miles West of Wewahitchka.",Arnoglossum ovatum var. lanceolatum,(Nutt.) Pippen comb. nov. ined.,All sheets this number comprise one plant including the offshoot rosette; branch bay.,R. K. Godfrey,57601,9/3/1958,Herbarium
000008394.large.png,United States,FL,Gulf,"Branch Bay, 4 miles West of Wewahitchka.",Arnoglossum ovatum var. lanceolatum,(Nutt.) Pippen comb. nov. ined.,All sheets this number comprise one plant including the offshoot rosette; branch bay.,R. K. Godfrey,57601,9/3/1958,Herbarium
000008395.large.png,United States,FL,Gulf,"Branch Bay, 4 miles West of Wewahitchka.",Arnoglossum ovatum var. lanceolatum,(Nutt.) Pippen comb. nov. ined.,All sheets this number comprise one plant including the offshoot rosette; branch bay.,R. K. Godfrey,57601,9/3/1958,Herbarium
000008396.large.png,United States,FL,Gulf,"Branch Bay, 4 miles West of Wewahitchka.",Arnoglossum ovatum var. lanceolatum,(Nutt.) Pippen comb. nov. ined.,All sheets this number comprise one plant including the offshoot rosette; branch bay.,R. K. Godfrey,57601,9/3/1958,Herbarium
000008397.large.png,United States,FL,Gulf,"Branch Bay, 4 miles West of Wewahitchka.",Arnoglossum ovatum var. lanceolatum,(Nutt.) Pippen comb. nov. ined.,All sheets this number comprise one plant including the offshoot rosette; branch bay.,R. K. Godfrey,57601,9/3/1958,Herbarium
000008398.large.png,United States,FL,Gulf,"Branch Bay, 4 miles West of Wewahitchka.",Arnoglossum ovatum var. lanceolatum,(Nutt.) Pippen comb. nov. ined.,All sheets this number comprise one plant including the offshoot rosette; branch bay.,R. K. Godfrey,57601,9/3/1958,Herbarium
000008399.large.png,United States,FL,Walton,"Sandy slash pine flats, ca. 2 miles South Freeport.",Cacalia lanceolata var. elliettii,Nutt.,Disturbed sandy slash pine flats.,R. Kral,49034,10/9/1972,Herbarium
000008400.large.png,United States,FL,Taylor,"Pine flatwoods, ca. 3 miles East of the Aucilla River, East of Newport.",Arnoglossum ovatum,(Walt.) H. Robinson,"Calcareous outcrop, pine flatwoods.",R. K. Godfrey and Richard D. Houk,60444,10/21/1960,Herbarium
000008401.large.png,United States,FL,Santa Rosa,"Slash pine flatwoods, near East side of Escambia Bay, off Avalon Beach road.",Arnoglossum ovatum,(Walt.) H. Robins.,"Slash pine flatwoods, near E side of Escambia Bay, off Avalon Beach Rd.",R. K. Godfrey,76795,10/18/1978,Herbarium
000008402.large.png,United States,FL,Taylor,"Pine flatwoods, ca. 3 miles East of the Aucilla River, East of Newport.",Arnoglossum ovatum,(Walt.) H. Robinson,"Calcareous outcrop, pine flatwoods.",R. K. Godfrey and Richard D. Houk,60444,10/21/1960,Herbarium
000008403.large.png,United States,FL,Taylor,"Pine flatwoods, ca. 3 miles East of the Aucilla River, East of Newport.",Arnoglossum ovatum,(Walt.) H. Robinson,"Calcareous outcrop, pine flatwoods.",R. K. Godfrey and Richard D. Houk,60444,10/21/1960,Herbarium
000008404.large.png,United States,FL,Franklin-Liberty,"Clearing of wet flatwoods, along Fla. route 67 SE of Telogia.",Arnoglossum ovatum,(Walt.) H. Robins.,Clearing of wet flatwoods.,R. K. Godfrey,62474,8/11/1962,Herbarium
000008405.large.png,United States,FL,Franklin-Liberty,"Clearing of wet flatwoods, along Fla. route 67 SE of Telogia.",Arnoglossum ovatum,(Walt.) H. Robins.,Clearing of wet flatwoods. (extra inflorescences),R. K. Godfrey,62474a,8/11/1962,Herbarium
000008406.large.png,United States,FL,Franklin-Liberty,"Clearing of wet flatwoods, along Fla. route 67 SE of Telogia.",Arnoglossum ovatum,(Walt.) H. Robins.,Clearing of wet flatwoods.,R. K. Godfrey,62474,8/11/1962,Herbarium
000008407.large.png,United States,FL,Franklin-Liberty,"Clearing of wet flatwoods, along Fla. route 67 SE of Telogia.",Arnoglossum ovatum,(Walt.) H. Robins.,Clearing of wet flatwoods.,R. K. Godfrey,62474,8/11/1962,Herbarium
000008408.large.png,United States,FL,Franklin-Liberty,"Clearing of wet flatwoods, along Fla. route 67 SE of Telogia.",Arnoglossum ovatum,(Walt.) H. Robins.,"Clearing of wet flatwoods, along road. The several sheets of this number comprise a single item.",R. K. Godfrey,62474,8/11/1962,Herbarium
000008409.large.png,United States,FL,Franklin-Liberty,"Clearing of wet flatwoods, along Fla. route 67 SE of Telogia.",Arnoglossum ovatum,(Walt.) H. Robins.,Clearing of wet flatwoods.,R. K. Godfrey,62474,8/11/1962,Herbarium
000008410.large.png,United States,FL,Franklin-Liberty,"Clearing of wet flatwoods, along Fla. route 67 SE of Telogia.",Arnoglossum ovatum,(Walt.) H. Robins.,Clearing of wet flatwoods.,R. K. Godfrey,62474,8/11/1962,Herbarium
000008411.large.png,United States,FL,Wakulla,"Marshes, St. Marks.",Arnoglossum ovatum,(Walt.) H. Robinson,Marshes.,R. K. Godfrey,57486,8/15/1958,Herbarium
000008412.large.png,United States,FL,Wakulla,"Marshes, St. Marks.",Arnoglossum ovatum,(Walt.) H. Robinson,Marshes. The several sheets this number are of one plant.,R. K. Godfrey,57486,8/15/1958,Herbarium
000008413.large.png,United States,FL,Wakulla,"Marshes, St. Marks.",Arnoglossum ovatum,(Walt.) H. Robinson,Marshes.,R. K. Godfrey,57486,8/15/1958,Herbarium
000008414.large.png,United States,FL,Wakulla,"Marshes, St. Marks.",Arnoglossum ovatum,(Walt.) H. Robinson,Marshes.,R. K. Godfrey,57486,8/15/1958,Herbarium
000008415.large.png,United States,FL,Wakulla,"Marshes, St. Marks.",Arnoglossum ovatum,(Walt.) H. Robinson,Marshes.,R. K. Godfrey,57486,8/15/1958,Herbarium
000008416.large.png,United States,FL,Wakulla,"Marshes, St. Marks.",Arnoglossum ovatum,(Walt.) H. Robinson,Marshes.,R. K. Godfrey,57486,8/15/1958,Herbarium
000008417.large.png,unknown,FL,Wakulla,"Marshes, St. Marks.",Arnoglossum ovatum,(Walt.) H. Robins.,Marshes.,R. K. Godfrey,57486,8/15/1958,Herbarium
000008418.large.png,United States,FL,Wakulla,"Marshes, St. Marks.",Arnoglossum ovatum,(Walt.) H. Robins.,Marshes.,R. K. Godfrey,57486,8/15/1958,Herbarium
000008419.large.png,United States,FL,Wakulla,"Marshes, St. Marks.",Arnoglossum ovatum,(Walt.) H. Robins.,Marshes.,R. K. Godfrey,57486,8/15/1958,Herbarium
000008420.large.png,United States,FL,Jackson,"Open flatwoods, near the Chipola River, ca. 4 miles below Marianna.",Arnoglossum ovatum,(Walt.) H. Robinson,"The several sheets this number comprise a single plant. Open flatwoods, near the Chipola river.",R. K. Godfrey,57720,9/6/1958,Herbarium
000008421.large.png,United States,FL,Jackson,"Open flatwoods, near the Chipola River, ca. 4 miles below Marianna.",Arnoglossum ovatum,(Walt.) H. Robinson,"The several sheets this number comprise a single plant. Open flatwoods, near the Chipola river.",R. K. Godfrey,57720,9/6/1958,Herbarium
000008423.large.png,United States,FL,Jackson,"Open flatwoods, near the Chipola River, ca. 4 miles below Marianna.",Arnoglossum ovatum,(Walt.) H. Robinson,"The several sheets this number comprise a single plant. Open flatwoods, near the Chipola river.",R. K. Godfrey,57720,9/6/1958,Herbarium
000008424.large.png,United States,FL,Jackson,"Open flatwoods, near the Chipola River, ca. 4 miles below Marianna.",Arnoglossum ovatum,(Walt.) H. Robinson,"The several sheets this number comprise a single plant. Open flatwoods, near the Chipola river.",R. K. Godfrey,57720,9/6/1958,Herbarium
000008425.large.png,United States,FL,Jackson,"Open flatwoods, near the Chipola River, ca. 4 miles below Marianna.",Arnoglossum ovatum,(Walt.) H. Robinson,"The several sheets this number comprise a single plant. Open flatwoods, near the Chipola river.",R. K. Godfrey,57720,9/6/1958,Herbarium
000008426.large.png,United States,FL,Wakulla,Marsh at St. Marks.,Arnoglossum ovatum,(Walt.) H. Robinson,The several sheets of this number comprise one stem.,R. K. Godfrey,58868,9/16/1959,Herbarium
000008428.large.png,United States,FL,Wakulla,Marsh at St. Marks.,Arnoglossum ovatum,(Walt.) H. Robinson,The several sheets of this number comprise one stem.,R. K. Godfrey,58868,9/16/1959,Herbarium
000008429.large.png,United States,FL,Wakulla,Marsh at St. Marks.,Arnoglossum ovatum,(Walt.) H. Robinson,The several sheets of this number comprise one stem.,R. K. Godfrey,58868,9/16/1959,Herbarium
000008432.large.png,United States,MO,Johnson,"Margin of a woodland, along Mo. #2, about 14 miles east of Harrisonville.",Arnoglossum atriplicifolium,(L.) H. Robins.,Margin of woodland along Mo.#2.,Norlan C. Henderson,67-1275,7/28/1967,Herbarium
000008433.large.png,United States,FL,Okaloosa,"In wet savannah remnant beside closed TV station, West side of Route 85 on South side of Crestview near P. J. Adams Parkway, 1 mile North of Shoal River. SE1/4 SW1/4 Sec. 32, T3N, R23W.",Arnoglossum ovatum,(Walt.) Robins.,"Frequent with Lilium catesbaei, Rhynchospora glomerata, and Sarracenia spp. in wet savannah remnant beside closed TV station. Sheet 1 of 3.",Loran C. Anderson,"13,945",8/20/1992,Herbarium
000008434.large.png,United States,FL,Taylor,"Calcareous hammock, 3 miles East of Econfina River, East of Newport.",Arnoglossum ovatum,(Walt.) H. Robins.,The several sheets of this number comprise a single plant; calcareous hammock.,R. K. Godfrey,57812,9/15/1958,Herbarium
000008435.large.png,United States,FL,Palm Beach County,"Wet marly slash pine flatwoods, on East side of main road through Corbett WMA, just North of Camp Area H, ca. 6.5 miles South of entrance at FL 710, ca. 3 air miles SW of substation on Pratt-Whitney property; J. West Corbett WMA, NE1/4 SW1/4 Sec. 26, T41S, R39E. West Palm Beach 2 NW 7.5' Quad.; 26°52'37' North, 80° 24' 38' West Elev. 23-25 ft.",Arnoglossum ovatum,(Walter) H. Robinson,"Wet marly slash pine flatwoods, Elev. 23-25 ft. Soils - Pineda &Riviera (Arenic Glossaqualfs). The specimen fits var. lanceolatum.",Steve L. Orzell and Edwin L. Bridges,16908,5/21/1991,Herbarium
000008436.large.png,United States,FL,Levy,"West side of highway 98, 3.7 miles drive NW from Otter Creek crossroads (junction Route 24).",Arnoglossum ovatum,(Walt.) H. Robins.,"lanceolatum phase. Frequent in low, wet area (clearing in slashpine woods with Myrica and Magnolia, closely assoc. with Boltonia, Aster, Oxypolis and Acmella. Voucher specimen for chromosome count.",Loran C. Anderson,"13,317",10/15/1990,Herbarium
000008437.large.png,United States,FL,Liberty,"Grassy clearing under powerline along North side of Rt.20, 1.2 miles West of Hosford.",Arnoglossum ovatum,(Walt.),Grassy clearing under powerline along N. side of Rt.20 (moist loaming sand).,Dawn D. Doran,72,11/6/1995,Herbarium
000008438.large.png,United States,FL,Bay,"Bordering logging road West of Burnt Mill Creek on proposed Panama City airport site, North of Route 388 and West Bay. NW1/4 Sec. 7, T2S, T15W.",Arnoglossum ovatum,(Walter) H. Robinson,Frequent in wet sandy loam at edge of ti-ti bog bordering logging road.,Loran C. Anderson,"19,897",8/22/2001,Herbarium
000008439.large.png,United States,FL,Nassau,"In wet sandy loam of roadside depression beside highway 301 at edge of woods, 1.5 miles North of Little Mill Creek bridge (and Callahan). NE1/4 Sec. 17, T2N, R25E.",Arnoglossum ovatum,(Walter) H. Robinson,Frequent in wet sandy loam of roadside depression beside Hwy. 301 at edge of woods.,Loran C. Anderson,"19,441",9/15/2000,Herbarium
000008440.large.png,United States,FL,Gadsden,"Along edge of woods of 'island' formed by highway 90 exit from eastbound I-10 (1.5 miles ESE of Midway). NE1/4 of NE1/4 Sec. 16, T1N, R2W.",Arnoglossum ovatum,(Walter) H. Robinson,"Frequent in shaded, moist sandy loam with Veronia gigantea and Eupatorium fistulosum along edge of woods.",Loran C. Anderson,"19,387",9/13/2000,Herbarium
000008441.large.png,United States,FL,Santa Rosa,"Boggy area near shores of Bear Lake, Blackwater State Forest.",Arnoglossum ovatum var. ovatum,(Walt.) H. Robinson,Frequent in boggy area near shores of Bear Lake. Plants mostly 1-2 m tall.,R. K. Godfrey,75466,9/2/1976,Herbarium
000008442.large.png,United States,FL,Hardee,Wet pine flatwoods South side of Zolfo Springs.,Arnoglossum ovatum var. ovatum,(Walt.) Pippen comb. nov. ined.,"Frequent on sandy peat of wet pine flatwoods; bracts greenish white, rays yellowish-tan; leaves and stem faintly glaucous.",R. Kral,6517,5/12/1958,Herbarium
000008443.large.png,United States,FL,Liberty,"Ditch bordering wet woodland, 4 miles east of Hosford.",Arnoglossum ovatum var. ovatum,(Walt.) Pippen comb. nov. ined.,"Moist, flat ditch bordering wet woodland. Sheet 1.",R. K. Godfrey and John Morrill,52490,9/17/1954,Herbarium
000008444.large.png,United States,FL,Levy,One mile north of Lebanon Station in pine flatwoods.,Arnoglossum ovatum var. ovatum,(Walt.) Pippen comb. nov. ined.,In pine flatwoods. Leaves glaucous beneath; flowers white to yellowish.,Robert and Mabel Kral,6997,6/16/1958,Herbarium
000008445.large.png,unknown,FL,Hernando County,Seven miles north of Brooksville in live oak - saw palmetto grove.,Arnoglossum ovatum var. ovatum,(Walt.) Pippen comb. nov. ined.,"In live oak - saw palmetto grove. To 2.5 meters tall; bracts greenish-white, wingless; corollas white turning yellow; leaves faintly glaucous, beneath.",Robert Kral and Mabel Kral,6606,6/3/1958,Herbarium
000008446.large.png,United States,FL,Wakulla,"In peaty, boggy soil of open areas bordering wet woodland, St. Marks Wildlife Refuge.",Arnoglossum ovatum var. ovatum,(Walt.) Pippen,"Plants 1-2 m tall or a little taller; frequent in peaty, boggy soil of open areas bordering wet woodland.",R. K. Godfrey,74072,11/5/1974,Herbarium
000008447.large.png,United States,FL,Wakulla,"In peaty, boggy soil of open areas bordering wet woodland, St. Marks Wildlife Refuge.",Arnoglossum ovatum var. ovatum,(Walt.) Pippen,"Plants 1-2 m tall or a little taller; frequent in peaty, boggy soil of open areas bordering wet woodland.",R. K. Godfrey,74072,11/5/1974,Herbarium
000008448.large.png,United States of America,FL,Liberty,Wet woodland 4 miles east of Hosford.,Arnoglossum ovatum var. ovatum,(Walt.) Pippen comb. nov. ined.,"Moist, flat ditch bordering wet woodland.",R. K. Godfrey and John Morrill,52490,9/17/1954,Herbarium
000008449.large.png,United States,FL,Taylor,"Calcareous flatwoods hammok, 3 miles east of the Aucilla River, east of Newport.",Arnoglossum ovatum,(Walter) H. Robinson,Calcareous flatwoods hammock.,R. K. Godfrey,26015,9/5/1957,Herbarium
000008450.large.png,United States,FL,Taylor,"Pine flatwoods, ca. 3 miles East of the Aucilla River, East of Newport.",Arnoglossum ovatum,(Walt.) H. Robinson,"Calcareous outcrop, pine flatwoods.",R. K. Godfrey and Richard D. Houk,60444,10/21/1960,Herbarium
000008451.large.png,United States,FL,Hernando County,Seven miles north of Brooksville.,Arnoglossum ovatum,(Walt.) H. Robinson,"Up to 2.5 meters tall; leaves faintly glaucous beneath, bracts greenish-white, corollas white turning yellow.",Robert and Mabel Kral,6606,6/3/1958,Herbarium
000008452.large.png,United States,FL,Gadsden,"Seepage area at edge of floodplain woodland, between Greensboro and Chattahoochee.",Arnoglossum ovatum,(Walt.) H. Robinson,Seepage area at edge of floodplain woodland.,R. K. Godfrey,58653,5/22/1959,Herbarium
000008453.large.png,United States,FL,Gadsden,"Seepage area at edge of floodplain woodland, between Greensboro and Chattahoochee.",Arnoglossum ovatum,(Walt.) H. Robinson,Seepage area at edge of floodplain woodland.,R. K. Godfrey,58653,5/22/1959,Herbarium
000008454.large.png,United States,FL,Citrus,Six miles east of Ozello on sandy peat.,Arnoglossum ovatum var. ovatum,(Walt.) Pippen comb. nov. ined.,"Sandy peat of pine-saw palmetto flats. Plants to two meters tall with whitish-green bracts, pale pink disc, and glaucous lower leaf surface.",Robert and Mabel Kral,6668,6/7/1958,Herbarium
000008455.large.png,United States,FL,Hardee,Wet pine flatwoods South side of Zolfo Springs.,Arnoglossum ovatum var. ovatum,(Walt.) Pippen comb. nov. ined.,"Frequent on sandy peat of wet pine flatwoods; bracts greenish white, rays yellowish-tan; leaves and stem faintly glaucous.",R. Kral,6517,5/12/1958,Herbarium
000008467.large.png,United States,FL,Escambia,Near Pensacola. West side of Hollywood avenue ca 400 ft North of int with Fairfield drive.,Artemisia vulgaris,L.,"Weedy roadside. Soil sandy. Large colony here; thousands of individuals, all vegetative. With Hyptis mutabilis, Bidens alba, Pueraria lobata.",James R. Burkhalter,11717,10/29/1989,Herbarium
000008480.large.png,United States,FL,Wakulla,Ridge East of Serf station near Panacea. St. Marks Wildlife Refuge.,Cacalia lanceolata Nutt.,(Walt.) Pippen comb. nov. ined.,Moist ridge east of Serf station near Panacea.,L. B. Trott,108,4/13/1958,Herbarium
000008481.large.png,United States,FL,Taylor,"Calcareous flatwoods hammok, 3 miles east of the Aucilla River, east of Newport.",Arnoglossum ovatum,(Walter) H. Robinson,Calcareous flatwoods hammock. Sheet 4.,R. K. Godfrey,26015,9/5/1957,Herbarium
000008482.large.png,United States,FL,Taylor,"Calcareous flatwoods hammok, 3 miles east of the Aucilla River, east of Newport.",Arnoglossum ovatum,(Walter) H. Robinson,Calcareous flatwoods hammock. Sheet 1.,R. K. Godfrey,26015,9/5/1957,Herbarium
000008485.large.png,United States,FL,Taylor,Swampy woodland. Vicinity of Adams Beach.,Arnoglossum ovatum var. ovatum,(Walt.) Pippen comb. nov. ined.,Borders of swampy woodland.,R. K. Godfrey and Richard D. Houk,61564,10/16/1961,Herbarium
000008487.large.png,United States,FL,Leon,"Residential area, NW corner of East Georgia Street and Meridian Road, 1/2 block from corner of Leon High School in Tallahassee.",Aster,unknown,Frequent in residential area.,Kim Freire No. 53,53,12/6/1995,Herbarium
000008488.large.png,United States,FL,Leon,"Found along roadside at Lake Talquin State Park, West of Tallahassee on Route 20.",Aster,unknown,Found along roadside.,Cindy Wieland,82,12/1/1995,Herbarium
000008489.large.png,United States,FL,Okaloosa,"Along streamlet, North of Karick Lake, Blackwater River State Forest, 0.7 miles East of Route 189 (S of Blackman). NE1/4 Sec. 28, T5N, R24W.",Aster,unknown,"Frequent in wet loamy sand of Quercus, Liquidambar along streamlet.",Loran C. Anderson,"17,191",10/11/1996,Herbarium
000008490.large.png,United States,FL,Okaloosa,"Along streamlet, North of Karick Lake, Blackwater River State Forest, 0.7 miles East of Route 189 (S of Blackman). NE1/4 Sec. 28, T5N, R24W.",Aster,unknown,"Frequent in wet loamy sand of Quercus, Liquidambar along streamlet.",Loran C. Anderson,"17,193",10/11/1996,Herbarium
000008491.large.png,United States,FL,Leon,Sandy loam of lawn at F.S.U. Developmental School beside Stadium Drive in Tallahassee.,Aster lanceolatus X ?,unknown,"Rhizomatous, forming extensive mats in moist sandy loam of school lawn. Rosette leaves hairy, serrulate;rays white;stature possibly altered by periodic mowing of lawn.",Loran C. Anderson,9009,10/28/1985,Herbarium
000008492.large.png,United States,FL,Franklin,Grassy clearing under powerline bordering Route C-30; 1.3 miles drive East of Gulf County line.,Aster adnatus,Nutt.,"Frequent with Liatris, Xyris, Andropogon, and Sporobolus floridana in grassy clearing under powerline.",Loran C. Anderson,9000,10/25/1985,Herbarium
000008493.large.png,United States,FL,Washington,"Lower slopes of Rock Hill, 0.6 miles East of Route 273 (just South of I-10), ca. 4 air miles South East of Chipley. SW1/4 Sec. 13, T4N, R12W.",Aster adnatus,Nutt.,Frequent in dry sand of longleaf pine/wiregrass on lower slopes of Rock Hill.,Loran C. Anderson,"12,687",5/10/1990,Herbarium
000008494.large.png,United States,FL,Santa Rosa,Vicinity of Navarre.,Aster adnatus,Nutt.,"Wet soil, borrow pit.",R. K. Godfrey,76175,11/6/1977,Herbarium
000008495.large.png,United States,FL,Leon,"Dry upland managed for game hunting, Foshalee Plantation, North of Tallahassee, East off Thomasville road Sec. 17, T3N, R2E. Voucher for Tall Timbers Native Forest Project, from Site 59, transect 5, quad 2 (2).",Aster adnatus,Nutt.,Infrequent in ground cover of open mixed woodland on dry upland managed for game hunting. Duplicate @ Tall Timbers.,K. Craddock Burks,809,12/16/1992,Herbarium
000008496.large.png,United States,FL,Liberty,"Apalachicola National Forest, to West of Fla. road 379, generally northwest of Sumatra. SW1/4 Sec. 29, T4S, R8W.",Aster adnatus,Nutt.,"Frequent in well drained longleaf pine forest (control-burned in summer 1987). Some associates: much Aristida stricta, Solidago odora, Schizachyrium sp., Aster concolor, Aster aff.",R. K. Godfrey with Angus Gholson and Wilson Baker,82628,11/14/1987,Herbarium
000008497.large.png,United States,FL,Wakulla,"By forest Road 313, Apalachicola National Forest, NW of Crawfordville.",Aster adnatus,Nutt.,"Pine flatwoods, by forest Road 313. Rays violet.",R. K. Godfrey,79244,10/31/1981,Herbarium
000008498.large.png,United States,FL,Gulf,1 mile North Wewahitchka.,Aster adnatus,Nutt.,Pine flatwoods.,Jean Wooten,192,11/14/1965,Herbarium
000008499.large.png,United States,FL,Franklin,"Vicinity of Wright Lake, Apalachicola National Forest, SW of Sumatra.",Aster adnatus,Nutt.,"Longleaf pine-wiregrass savanna, vicinity of Wright Lake.",R. K. Godfrey,69258,11/12/1969,Herbarium
000008500.large.png,United States,FL,Franklin,"Along borders of Sumatra Cemetery, just South of Liberty County line and just West of Route 65.",Aster adnatus,Nutt.,"Same population as Anderson #7121, frequent in dry sandy soil with A. concolor and A. linariifolius.",Loran C. Anderson,7767,11/17/1984,Herbarium
000008501.large.png,United States,FL,Franklin,In drying sand of unmowed margins of Sumatra Cemetery ca. 0.2 miles West of Route 65 and just South of Liberty County line.,Aster adnatus,Nutt.,Many plants galled; frequent in drying sand of unmowed margins.,Loran C. Anderson,7121,5/8/1984,Herbarium
000008502.large.png,United States,FL,Wakulla,"Pine flatwoods, Cow Swamp, Apalachicola National Forest, NW of Crawfordville.",Aster adnatus,Nutt.,"Pine flatwoods, Cow Swamp.",R. K. Godfrey,64875,11/3/1964,Herbarium
000008503.large.png,United States,FL,Holmes,"Longleaf pine sand ridge, 3 miles West of Ponce de Leon.",Aster adnatus,Nutt.,"Wiregrass, longleaf pine sand ridge. Synonym: Aster dumosus L. var. pergracilis Wiegand; Old ID: Aster dumosus L.",R. K. Godfrey,68419,11/3/1968,Herbarium
000008504.large.png,United States,FL,Gulf,Pine flatwoods 1 mile north Wewahitchka.,Aster adnatus,Nutt.,Pine flatwoods.,Jean Wooten,200,11/14/1965,Herbarium
000008505.large.png,United States,FL,Charlotte,"Pine flatwoods, 3.5 miles NW of Port Charlotte.",Aster adnatus,Nutt.,Pine flatwoods.,R. K. Godfrey,65296,11/20/1964,Herbarium
000008506.large.png,United States,FL,Miami-Dade,"Pine flatwoods on limerock, Homestead.",Aster adnatus,Nuttall,Pine flatwoods on limerock.,R. K. Godfrey,65600,11/21/1964,Herbarium
000008507.large.png,United States,FL,Leon,"Apalachicola National Forest, by forest road 376, SW of Silver Lake.",Aster adnatus,Nutt.,"Sandy soil, Clear-cut longleaf pineland, disced and replanted to slash pine, the newly planted pines very small. Some associates: Euthamia minor, Adropogon virginicus, Eupatorium compositifolium, Gnaphalium obtusifolium, Pteridum aquilinum var. pseudocaudatum, Chamaecrista fasciculata, Chrysopsis mariana, Diodia ters, Tricostema dicotoma, Sercocarpus tortifolius.",R. K. Godfrey,84251,10/21/1991,Herbarium
000008508.large.png,United States,FL,Wakulla,"Along West side of forest road 348 just South of road 309 in Apalachicola Nat'l Forest (N of Bradwell Bay), ca 14 air miles SW of Tallahassee. NE1/4 NE1/4 Sec. 31, T2S, R3W.",Aster adnatus,Nuttall,Frequent in loamy sand of Pteridium-dominated understory of recently burned pine flatwoods. Relatively low stature but large leaves possibly reaction to burn?,Loran C. Anderson,"20,547",12/11/2002,Herbarium
000008510.large.png,United States,FL,Walton,"Wet pine flatwoods, between U.S. route 98 and Seagrove Beach.",Aster adnatus,Nutt.,Wet pine flatwoods.,R. K. Godfrey,75767,11/6/1976,Herbarium
000008511.large.png,United States,FL,Liberty,"1 mile West of Route 65 on forest road 105 (Apalachicola Nat'l Forest), ca. 6.5 air miles SSW of Telogia. NW1/4 Sec. 29, T2S, R6W.",Aster adnatus,Nutt.,Frequent in drying loamy sand of wiregrass-longleaf pine woods (burned in July).,Loran C. Anderson,"14,649",11/22/1993,Herbarium
000008512.large.png,United States,FL,Franklin,"Pine woodland along South side of Route 65, 0.3 miles East of Whiskey George Creek bridge, ca. 6 air miles North of town of Eastpoint.",Aster adnatus,Nutt.,Frequent in loamy sand of wiregrass-longleaf pine woodland.,Loran C. Anderson,11081,12/10/1987,Herbarium
000008513.large.png,United States,FL,Gulf,"Adjacent to longleaf pinewoods, 1.2 miles drive South from Route 22 (generally SSE of firetower) ca. 3.3 air miles South of Wewahitchka. NW1/4 NE1/4 Sec. 20, T4S, R11W.",Aster adnatus,Nutt.,Frequent in drying sand with wiregrass (clear-cut under powerline) adjacent to longleaf pinewoods.,Loran C. Anderson,"12,016",6/1/1989,Herbarium
000008514.large.png,United States,FL,Gadsden,"Near entrance to the Centenary Camp, 3 air miles NNW of Gretna. S1/2 SE1/4 Sec. 7, T3N, R4W.",Aster adnatus,Nutt.,"Frequent in dry loamy sand of open field (burned-over, formerly wooded site).",Loran C. Anderson,11065,10/28/1987,Herbarium
000008515.large.png,United States,FL,Bay,"Sand ridge, off Fla. route 20 0.4 miles East of intersection with U.S. route 231, to North 0.6 mile on Creek Haven Road.",Aster adnatus,Nutt.,"Infrequent, longleaf pine-scrub oak sand ridge.",R. K. Godfrey,82232,10/27/1986,Herbarium
